"Tabela 3.4 - Rendimento mensal real domiciliar per capita, por sexo e cor ou raça, e razão de rendimentos, com indicação do coeficiente de variação, segundo as Grandes Regiões, as Unidades da Federação e os Municípios das Capitais - 2018",,,,,,,,,,,,,,,,,,,,,,,,,,
"Grandes Regiões, Unidades da Federação e Municípios das Capitais","Rendimento mensal efetivo domiciliar per capita médio das pessoas residentes em arranjos domiciliares (R$)",,,,,,,,,,,,,,,,,,,,,,,,,
,Total,,,,,,Homens,,,,,,Mulheres,,,,,,"Preta ou parda / Branca (B/A)",,"Homens pretos ou pardos /
Homens brancos (D/C)",,"Mulheres brancas /
Homens brancos (D/C)",,"Mulheres pretas ou pardas
/ Homens brancos (F/C)",
,Total,,"Cor ou raça",,,,Total,,"Cor ou raça",,,,"Total ",,"Cor ou raça",,,,,,,,,,,
,,,"Branca (A)",,"Preta ou parda (B)",,,,"Branca (C)",,"Preta ou parda (D)",,,,"Branca (E)",,"Preta ou parda (F)",,,,,,,,,
,Valor,"CV (%)",Valor,"CV (%)",Valor,"CV (%)",Valor,"CV (%)",Valor,"CV (%)",Valor,"CV (%)",Valor,"CV (%)",Valor,"CV (%)",Valor,"CV (%)",Valor,"CV (%)",Valor,"CV (%)",Valor,"CV (%)",Valor,"CV (%)"
"Porto Alegre",2858.127078156449,7.844382940603822,3329.456551119666,7.4634707592711305,1346.805949273452,18.450543396359766,2933.0158324203894,9.271539022557182,3500.4190715361747,8.770451163444475,1340.4617934313706,11.324876763600432,2792.859019575081,6.956757810019629,3189.654262396731,6.880146544188816,1353.523936103095,7.595431061432863,40.45122465468226,18.629226400123393,38.29432322350772,12.465148309845404,91.12206844984813,4.862876007057486,38.667482619705154,10.169439204264116
Centro-Oeste,1527.4633689202344,2.3516998910689413,1945.3970296389327,2.8450203608365263,1280.772950940944,4.32137027501049,1569.7345177294794,2.4515645265515613,2004.1342201797531,3.075218947583071,1324.688330536495,2.453778976542478,1486.7351368007028,2.406329932673756,1891.2690337591785,2.9799826640639937,1237.17752576476,2.492382885457436,65.83607003752115,4.420268541527072,66.09778512826762,2.8492766486687695,94.36838185366389,2.081253856660292,61.731270955185636,3.0114962767565667
"Mato Grosso do Sul",1414.0581804050798,4.46444985145271,1774.6380482119473,5.864174123484093,1094.932150986447,9.50450355439753,1425.840689454217,4.201633504759997,1796.0349459153708,5.643112904639439,1127.798442926648,3.0664935114696275,1402.596360678115,5.12244639444285,1755.3334003828506,6.802904921122287,1061.055228029602,3.4909890270667834,61.698899789151696,10.389074719370843,62.79379170720155,5.279060438637493,97.73381104721344,4.451330108991324,59.07764937662849,5.306133754459563
"Campo Grande",1753.1820972058365,8.601298533809207,2212.87893218041,10.90060685732829,1297.9273344596781,18.58480257109683,1701.1465030562936,7.816457277379595,2142.587992743762,10.249467297727792,1315.5947251790203,5.323979627491989,1800.3507054844601,9.879077089006168,2272.087320855667,12.56245551418215,1280.903288794517,6.385416244898423,58.65333686288905,19.96450825333392,61.40213282415963,9.100684535018393,106.04406113310057,8.077686763893468,59.78299575711773,9.617982007753058
"Mato Grosso",1349.402741967818,3.465779022120953,1641.0007019376385,3.9926367589285654,1222.7973289955012,5.3581403627746225,1382.091425068306,3.33277233976568,1684.9582238274531,4.2118438603423725,1248.9118259847692,3.7915498510399734,1317.0053168951238,4.007845969823824,1597.6146179941168,4.838011931847406,1196.6889192046172,3.8888643100553733,74.51534466448815,5.330049717080879,74.1212338872007,4.707887691747996,94.81627469463714,4.263681902185427,71.02187474335643,4.639308219502525
Cuiabá,1842.181241347308,11.451410371143131,2272.3427477512582,10.744674832853937,1691.4828022030388,14.434426351590158,1879.829390921825,10.930263322253495,2322.571609136903,9.463382009771394,1718.4156715847653,13.404455567339118,1806.6077318212951,13.206190001013605,2224.5278654361505,15.584442521270384,1665.6985547069612,12.42799791914645,74.43783750831399,11.873451652044109,73.9876292651037,13.09913472016688,95.77865572303335,14.213238458607552,71.71785568006473,13.026510130729418
Goiás,1281.486942143928,3.374185515058867,1602.323067694415,4.435930659522436,1103.0216028166756,6.443930023034216,1315.802294191106,3.5125911003541876,1636.192399976784,4.745136683505224,1144.8217275046998,3.2580878231870716,1248.3426301129814,3.4062988513442747,1571.0282531102184,4.844112899187098,1061.5505098564097,3.093192893557655,68.83890178301027,6.742219851029983,69.96864962341493,4.156549725396888,96.01732981601124,3.6544313517830758,64.87932041925339,4.086830751251791
Goiânia,1867.8929378957043,7.717738092119228,2275.997803782478,8.538175490548399,1551.4074970700985,12.525960266079267,1927.4338855841563,8.082596810810836,2283.5442023428386,8.742799169296175,1678.2521013010644,8.38775445026462,1812.2106296195807,7.565173497867282,2269.56314007847,9.184433928714903,1424.0489393499238,6.383993382781859,68.16383981090914,11.870390767637652,73.49330481885286,7.278071316815479,99.38774724614376,5.614584674583676,62.36134767563939,6.699194262298236
"Distrito Federal",2407.136752686868,6.034744501549998,3175.2657588959423,6.0345332573022965,1933.3744498367093,9.910778961855588,2533.8049267987085,6.316419177409359,3386.8626995455475,6.510452172320869,2030.334428132279,7.137354061177181,2290.6588565363,6.03502006709676,2989.4695238550557,5.998074177593017,1840.6658670606555,7.358557991355849,60.888586866157446,9.304890050744701,59.94734975246298,6.565448782205166,88.26662870792447,3.5199914650112714,54.34722427063955,7.375040633342897
Brasília,2407.136752686868,6.034744501549998,3175.2657588959423,6.0345332573022965,1933.3744498367093,9.910778961855588,2533.8049267987085,6.316419177409359,3386.8626995455475,6.510452172320869,2030.334428132279,7.137354061177181,2290.6588565363,6.03502006709676,2989.4695238550557,5.998074177593017,1840.6658670606555,7.358557991355849,60.888586866157446,9.304890050744701,59.94734975246298,6.565448782205166,88.26662870792447,3.5199914650112714,54.34722427063955,7.375040633342897
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fonte: IBGE. Pesquisa Nacional por Amostra de Domicílios Contínua, 2018, consolidado de primeiras entrevistas.",,,,,,,,,,,,,,,,,,,,,,,,,,
"Notas: Indígenas, amarelos e pessoas sem declaração de cor ou raça constam no total.",,,,,,,,,,,,,,,,,,,,,,,,,,
"Exclusive as pessoas cuja condição no arranjo domiciliar era pensionista, empregado doméstico ou parente do empregado doméstico.",,,,,,,,,,,,,,,,,,,,,,,,,,
"Rendimentos deflacionados para reais médios de 2018.",,,,,,,,,,,,,,,,,,,,,,,,,,
